language,ISO_code,thisN,thisTrialN,thisRepN,mouse_test.x,mouse_test.y,mouse_test.leftButton,mouse_test.midButton,mouse_test.rightButton,mouse_test.time,mouse_test.corr,mouse_test.clicked_name,inst_pics,image_w,image_h,image_x,image_y,text_x,text_y,video,inst_msg_EN,inst_msg_ES,inst_msg_FR,inst_msg_DE,difficulty_index,setup_resp.keys,setup_resp.rt,setup_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,space_resp.keys,space_resp.rt,space_resp.duration,key_resp.keys,adv_fb_resp.keys,adv_fb_resp.rt,adv_fb_resp.duration,language_loop.thisRepN,language_loop.thisTrialN,language_loop.thisN,language_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,comp_check_loop.thisRepN,comp_check_loop.thisTrialN,comp_check_loop.thisN,comp_check_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,target_diameters,counterbalance.group,counterbalance.remaining,language_code,stylus_text.started,introduction.started,intro_text1.started,stylus_image.started,intro_text2.started,intro_adv_resp.started,introduction.stopped,intro_adv_resp.keys,intro_adv_resp.rt,intro_adv_resp.duration,test_screen.started,test_text.started,circle_test.started,mouse_test.started,test_screen.stopped,test_loop.mouse_test.x,test_loop.mouse_test.y,test_loop.mouse_test.leftButton,test_loop.mouse_test.midButton,test_loop.mouse_test.rightButton,test_loop.mouse_test.time,test_loop.mouse_test.corr,test_loop.mouse_test.clicked_name,fb_test.started,test_screen_fb_text.started,fb_test.stopped,start_block.started,block_n_text.started,start_block_text.started,start_block.stopped,animation_video.started,animation_video.stopped,comp_check.started,comp_check_text.started,buttonA.started,textboxA.started,buttonB.started,textboxB.started,buttonC.started,textboxC.started,buttonD.started,textboxD.started,buttonE.started,textboxE.started,buttonF.started,textboxF.started,submit_button.started,comp_check.stopped,comp_check_loop.buttonA.numClicks,comp_check_loop.buttonA.timesOn,comp_check_loop.buttonA.timesOff,comp_check_loop.buttonB.numClicks,comp_check_loop.buttonB.timesOn,comp_check_loop.buttonB.timesOff,comp_check_loop.buttonC.numClicks,comp_check_loop.buttonC.timesOn,comp_check_loop.buttonC.timesOff,comp_check_loop.buttonD.numClicks,comp_check_loop.buttonD.timesOn,comp_check_loop.buttonD.timesOff,comp_check_loop.buttonE.numClicks,comp_check_loop.buttonE.timesOn,comp_check_loop.buttonE.timesOff,comp_check_loop.buttonF.numClicks,comp_check_loop.buttonF.timesOn,comp_check_loop.buttonF.timesOff,comp_check_loop.submit_button.numClicks,comp_check_loop.submit_button.timesOn,comp_check_loop.submit_button.timesOff,check_fb.started,corr_incorr_fb.started,check_fb_text.started,check_fb.stopped,reminder.started,reminder_title.started,reminder_text.started,reminder.stopped,setup.started,press_space_text.started,start_flag.started,flag_image.started,setup_resp.started,setup.stopped,trials_loop.setup_resp.keys,trials_loop.setup_resp.rt,trials_loop.setup_resp.duration,countdown.started,start_count.started,target_1_count.started,target_2_count.started,target_3_count.started,target_4_count.started,target_5_count.started,rect_countdown.started,countdown_3.started,countdown_2.started,countdown_3.stopped,countdown_1.started,countdown_2.stopped,countdown.stopped,trial.started,start.started,target_1.started,target_2.started,target_3.started,target_4.started,target_5.started,mouse.started,cursor.started,space_resp.started,key_resp.started,trial.stopped,error_distances,tap_duration,space_duration,move_durations,mean_tap_space_diff,n_taps,n_spaces,trials_loop.mouse.x,trials_loop.mouse.y,trials_loop.mouse.leftButton,trials_loop.mouse.midButton,trials_loop.mouse.rightButton,trials_loop.mouse.time,trials_loop.mouse.corr,trials_loop.mouse.clicked_name,trials_loop.space_resp.keys,trials_loop.space_resp.rt,trials_loop.space_resp.duration,trials_loop.key_resp.keys,blank.started,blank.stopped,fb.started,trial_text.started,fb_text_time.started,fb_text_taps.started,adv_fb_resp.started,fb.stopped,trials_loop.adv_fb_resp.keys,trials_loop.adv_fb_resp.rt,trials_loop.adv_fb_resp.duration,countdown_1.stopped,participant,session,language,handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,order,
German,,6,0,6,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,15.849153999995906,,,,,,,,,,,,,,,,15.836838999995962,15.849153999995906,15.849153999995906,0.0021704000246245414,17.484028900013072,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,7,0,7,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,17.4991580999922,,,,,,,,,,,,,,,,17.48584639999899,17.4991580999922,17.4991580999922,0.0017088000022340566,18.536291600001277,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,8,0,8,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,18.551333600014914,,,,,,,,,,,,,,,,18.539190900017275,18.551333600014914,18.551333600014914,0.0027271999861113727,19.10115160001442,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,9,0,9,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,19.116130100010196,,,,,,,,,,,,,,,,19.103386300004786,19.116130100010196,19.116130100010196,0.0021041999862063676,19.733915299992077,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,10,0,10,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,19.749408000003314,,,,,,,,,,,,,,,,19.735771900013788,19.749408000003314,19.749408000003314,0.0017455000197514892,20.400798000016948,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,11,0,11,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,20.41620510001667,,,,,,,,,,,,,,,,20.402661400003126,20.41620510001667,20.41620510001667,0.001748999988194555,21.05393220001133,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,12,0,12,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,21.071475700009614,,,,,,,,,,,,,,,,21.05767510001897,21.071475700009614,21.071475700009614,0.0035253000096417964,21.671379900013562,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,13,0,13,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,21.687557500001276,,,,,,,,,,,,,,,,21.674583600019105,21.687557500001276,21.687557500001276,0.0030614999996032566,22.204897899995558,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,14,0,14,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,22.222324300004402,,,,,,,,,,,,,,,,22.208628299995326,22.222324300004402,22.222324300004402,0.0035112999903503805,23.025581399997463,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,15,0,15,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,23.040030700009083,,,,,,,,,,,,,,,,23.028985100012505,23.040030700009083,23.040030700009083,0.003158599982270971,24.169562900002347,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,16,0,16,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,24.18438160000369,,,,,,,,,,,,,,,,24.17250879999483,24.18438160000369,24.18438160000369,0.00276169998687692,24.78449809999438,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,17,0,17,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,24.799638700002106,,,,,,,,,,,,,,,,24.786774400010472,24.799638700002106,24.799638700002106,0.002131099987309426,25.36780710000312,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,18,0,18,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,25.382652000000235,,,,,,,,,,,,,,,,25.369651300017722,25.382652000000235,25.382652000000235,0.001731399999698624,26.286127600003965,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,19,0,19,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,26.300882500014268,,,,,,,,,,,,,,,,26.289020099997288,26.300882500014268,26.300882500014268,0.0027221000054851174,26.884700900001917,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,20,0,20,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,26.89948419999564,,,,,,,,,,,,,,,,26.88692240000819,26.89948419999564,26.89948419999564,0.0020880000083707273,27.60115649999352,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,21,0,21,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,27.615950600011274,,,,,,,,,,,,,,,,27.603824599995278,27.615950600011274,27.615950600011274,0.0025129000132437795,28.200621299998602,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,22,0,22,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,28.2164357000147,,,,,,,,,,,,,,,,28.20254890000797,28.2164357000147,28.2164357000147,0.0018192999996244907,28.734720500011463,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
