language,ISO_code,thisN,thisTrialN,thisRepN,mouse_test.x,mouse_test.y,mouse_test.leftButton,mouse_test.midButton,mouse_test.rightButton,mouse_test.time,mouse_test.corr,mouse_test.clicked_name,inst_pics,image_w,image_h,image_x,image_y,text_x,text_y,video,inst_msg_EN,inst_msg_ES,inst_msg_FR,inst_msg_DE,difficulty_index,setup_resp.keys,setup_resp.rt,setup_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,space_resp.keys,space_resp.rt,space_resp.duration,key_resp.keys,adv_fb_resp.keys,adv_fb_resp.rt,adv_fb_resp.duration,language_loop.thisRepN,language_loop.thisTrialN,language_loop.thisN,language_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,comp_check_loop.thisRepN,comp_check_loop.thisTrialN,comp_check_loop.thisN,comp_check_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,target_diameters,counterbalance.group,counterbalance.remaining,language_code,stylus_text.started,introduction.started,intro_text1.started,stylus_image.started,intro_text2.started,intro_adv_resp.started,introduction.stopped,intro_adv_resp.keys,intro_adv_resp.rt,intro_adv_resp.duration,test_screen.started,test_text.started,circle_test.started,mouse_test.started,test_screen.stopped,test_loop.mouse_test.x,test_loop.mouse_test.y,test_loop.mouse_test.leftButton,test_loop.mouse_test.midButton,test_loop.mouse_test.rightButton,test_loop.mouse_test.time,test_loop.mouse_test.corr,test_loop.mouse_test.clicked_name,fb_test.started,test_screen_fb_text.started,fb_test.stopped,start_block.started,block_n_text.started,start_block_text.started,start_block.stopped,animation_video.started,animation_video.stopped,comp_check.started,comp_check_text.started,buttonA.started,textboxA.started,buttonB.started,textboxB.started,buttonC.started,textboxC.started,buttonD.started,textboxD.started,buttonE.started,textboxE.started,buttonF.started,textboxF.started,submit_button.started,comp_check.stopped,comp_check_loop.buttonA.numClicks,comp_check_loop.buttonA.timesOn,comp_check_loop.buttonA.timesOff,comp_check_loop.buttonB.numClicks,comp_check_loop.buttonB.timesOn,comp_check_loop.buttonB.timesOff,comp_check_loop.buttonC.numClicks,comp_check_loop.buttonC.timesOn,comp_check_loop.buttonC.timesOff,comp_check_loop.buttonD.numClicks,comp_check_loop.buttonD.timesOn,comp_check_loop.buttonD.timesOff,comp_check_loop.buttonE.numClicks,comp_check_loop.buttonE.timesOn,comp_check_loop.buttonE.timesOff,comp_check_loop.buttonF.numClicks,comp_check_loop.buttonF.timesOn,comp_check_loop.buttonF.timesOff,comp_check_loop.submit_button.numClicks,comp_check_loop.submit_button.timesOn,comp_check_loop.submit_button.timesOff,check_fb.started,corr_incorr_fb.started,check_fb_text.started,check_fb.stopped,reminder.started,reminder_title.started,reminder_text.started,reminder.stopped,setup.started,press_space_text.started,start_flag.started,flag_image.started,setup_resp.started,setup.stopped,trials_loop.setup_resp.keys,trials_loop.setup_resp.rt,trials_loop.setup_resp.duration,countdown.started,start_count.started,target_1_count.started,target_2_count.started,target_3_count.started,target_4_count.started,target_5_count.started,rect_countdown.started,countdown_3.started,countdown_2.started,countdown_3.stopped,countdown_1.started,countdown_2.stopped,countdown.stopped,trial.started,start.started,target_1.started,target_2.started,target_3.started,target_4.started,target_5.started,mouse.started,cursor.started,space_resp.started,key_resp.started,trial.stopped,error_distances,tap_duration,space_duration,move_durations,mean_tap_space_diff,n_taps,n_spaces,trials_loop.mouse.x,trials_loop.mouse.y,trials_loop.mouse.leftButton,trials_loop.mouse.midButton,trials_loop.mouse.rightButton,trials_loop.mouse.time,trials_loop.mouse.corr,trials_loop.mouse.clicked_name,trials_loop.space_resp.keys,trials_loop.space_resp.rt,trials_loop.space_resp.duration,trials_loop.key_resp.keys,blank.started,blank.stopped,fb.started,trial_text.started,fb_text_time.started,fb_text_taps.started,adv_fb_resp.started,fb.stopped,trials_loop.adv_fb_resp.keys,trials_loop.adv_fb_resp.rt,trials_loop.adv_fb_resp.duration,countdown_1.stopped,participant,session,language,handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,order,
German,,23,0,23,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,28.74961290002102,,,,,,,,,,,,,,,,28.736944300006144,28.74961290002102,28.74961290002102,0.0020871000015176833,29.317385900008958,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,24,0,24,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,29.332904100010637,,,,,,,,,,,,,,,,29.31922880001366,29.332904100010637,29.332904100010637,0.0017296000150963664,30.1511443000054,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,25,0,25,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,30.166162000008626,,,,,,,,,,,,,,,,30.15336450000177,30.166162000008626,30.166162000008626,0.002088200009893626,30.867585900006816,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,26,0,26,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,30.8828953000193,,,,,,,,,,,,,,,,30.8694392000034,30.8828953000193,30.8828953000193,0.001743700006045401,31.51968980001402,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,27,0,27,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,31.53264489999856,,,,,,,,,,,,,,,,31.52199490001658,31.53264489999856,31.53264489999856,0.0021729999862145633,32.43816710001556,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,28,0,28,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,32.453346199996304,,,,,,,,,,,,,,,,32.44114880001871,32.453346199996304,32.453346199996304,0.002812799997627735,33.05106530000921,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,29,0,29,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,33.066167800017865,,,,,,,,,,,,,,,,33.05337510001846,33.066167800017865,33.066167800017865,0.0021695000177714974,33.6513818000094,[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.74194480001461,33.75379770001746,41.556223699997645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,0,0,0,,,,,,,,,images/placeholder.png,0,0,0,0,0,0,no,"During the task, the hand with which you are tapping in your imagery remains resting calmly on the table, and the index finger of your other hand remains on the space bar.

DO NOT CORRECT your tapping in your imagery: If you missed a circle in your imagery, continue immediately!
Keep your eyes open during imagery.

ALWAYS LIFT the stylus in your imagery! (do not trace the paths on the screen)

Reminder: In your imagery, use the stylus with your PREFERRED hand and do not rest your hand on the screen. Press the space bar with your free hand.","Durante la tarea, la mano con la que toca en su imaginación permanece quieta sobre la mesa, y el dedo índice de la otra mano permanece sobre la barra espaciadora.

NO CORRIJA sus toques en su imaginación: Si no acertó un círculo en su imaginación, continúe de inmediato.
Mantenga los ojos abiertos durante la imaginación.

LEVANTE siempre el lápiz táctil en su imaginación. (no trace las trayectorias en la pantalla)

Recordatorio: En su imaginación, use el lápiz táctil con su mano PREFERIDA y no apoye la mano sobre la pantalla. Presione la barra espaciadora con su mano libre.","Pendant la tâche, la main avec laquelle vous touchez dans votre imagination reste posée calmement sur la table, et l’index de l’autre main reste sur la barre d’espace.

NE CORRIGEZ PAS vos appuis dans votre imagination : Si vous avez manqué un cercle dans votre imagination, continuez immédiatement !
Gardez les yeux ouverts pendant l’imagination.

SOULEVEZ toujours le stylet tactile dans votre imagination ! (ne tracez pas les trajectoires sur l’écran)

Rappel : Dans votre imagination, utilisez le stylet tactile avec votre main PRÉFÉRÉE et ne posez pas votre main sur l’écran. Appuyez sur la barre d’espace avec votre main libre.","Während der Aufgabe bleibt die Hand, mit der Sie in Ihrer Vorstellung tippen, ruhig auf dem Tisch liegen, der Zeigefinger der anderen Hand bleibt an der Leertaste.

KORRIGIEREN Sie Ihr Tippen in Ihrer Vorstellung NICHT: Wenn Sie in Ihrer Vorstellung einen Kreis verfehlt haben, fahren Sie direkt fort!
Halten Sie die Augen während der Vorstellung offen.

SETZEN Sie den Touch-Stift in Ihrer Vorstellung immer AB! (kein Nachzeichnen der Strecken auf dem Bildschirm)

Erinnerung: Benutzen Sie in Ihrer Vorstellung den Touch-Stift mit Ihrer BEVORZUGTEN Hand und stützen Sie sich nicht mit Ihrer Hand auf dem Bildschirm ab. Drücken Sie die Leertaste mit Ihrer freien Hand.",1,space,0.5784756000211928,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.0841625000175554, 1.6118072000099346, 2.1880674000130966, 2.707490000000689, 3.30005830002483, 3.931508500012569, 4.611800100014079, 5.619634700007737, 6.100165300013032, 6.579771200020332, 7.332164100022055]","[0.11936429998604581, 0.08844399999361485, 0.08828160000848584, 0.08859500000835396, 0.10344249999616295, 0.1043643000011798, 0.10401889999047853, 0.11339840001892298, 0.11177429999224842, 0.10441030000220053, None]",None,space,1.1283235999871977,None,,,,,,,,,0,0,0,0,2,0,2,0,0,4,4,4,0,0,0,1,214.41460570000345,,"[0.03, 0.06, 0.09, 0.12, 0.15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.61487419999321,41.62536950001959,41.62536950001959,44.92267520001042,134.51399180002045,146.88561930001015,194.75593539999682,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,194.79004630001145,209.08815749999485,0,,,0,,,0,,,0,,,0,,,0,,,1,[14.297401799994987],[14.29741249998915],209.10979380001663,209.11934689999907,209.11934689999907,211.876912000007,211.97218159999466,211.98334390000673,211.98334390000673,214.3704393999942,214.40450710000005,214.41460570000345,214.41460570000345,214.41460570000345,214.41460570000345,215.0032043000101,space,0.5784756000211928,None,215.00689960000454,215.04528910000226,215.04528910000226,215.04528910000226,215.04528910000226,215.04528910000226,215.04528910000226,215.04528910000226,215.04528910000226,216.0347008999961,216.06626710001728,217.03380299999844,217.06250250001904,218.00760909999372,218.01005370001076,218.03658400001586,218.03658400001586,218.03658400001586,218.03658400001586,218.03658400001586,218.03658400001586,0.002462699980242178,218.03658400001586,0.002462699980242178,218.03658400001586,225.40251280000666,[],nan,6.248,"[0.5276446999923792, 0.5194225999875925, 0.6314501999877393, 1.0078345999936573, 0.4796059000073001]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.0841625000175554, 1.6118072000099346, 2.1880674000130966, 2.707490000000689, 3.30005830002483, 3.931508500012569, 4.611800100014079, 5.619634700007737, 6.100165300013032, 6.579771200020332, 7.332164100022055]","[0.11936429998604581, 0.08844399999361485, 0.08828160000848584, 0.08859500000835396, 0.10344249999616295, 0.1043643000011798, 0.10401889999047853, 0.11339840001892298, 0.11177429999224842, 0.10441030000220053, None]",None,225.4028607000073,225.40320359999896,225.5626717999985,226.4229755999986,226.4229755999986,226.4229755999986,226.90448950001155,228.0417723999999,space,1.1283235999871977,None,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,1,1,0,,,,,,,,,,,,,,,,,,,,,0,space,0.6274697999760974,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.154224099998828, 1.785771199996816, 2.4422793999838177, 3.1303641999838874, 3.793718999979319, 4.7314526999834925, 5.465784400003031, 6.441801299981307, 7.22586139998748, 7.9701086999848485, 8.48202389999642]","[0.10364600000320934, 0.10407089997897856, 0.08792940000421368, 0.10401780001120642, 0.08841700002085418, 0.10287390000303276, 0.12835789998644032, 0.12098010000772774, 0.09601249999832362, 0.1374016999907326, None]",None,space,0.01174609997542575,None,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,0,228.05441880002036,,"[0.03, 0.06, 0.09, 0.12, 0.15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0427054000029,228.05441880002036,228.05441880002036,228.05441880002036,228.05441880002036,228.69098730001133,space,0.6274697999760974,None,228.69402840000112,228.73291120000067,228.73291120000067,228.73291120000067,228.73291120000067,228.73291120000067,228.73291120000067,228.73291120000067,228.73291120000067,229.72248660001787,229.75024120000307,230.72166549999383,230.75065470000845,231.67957320000278,231.68119780000416,231.7022530999966,231.7022530999966,231.7022530999966,231.7022530999966,231.7022530999966,231.7022530999966,0.0016331000078935176,231.7022530999966,0.0016331000078935176,231.7022530999966,240.21516849999898,[],nan,7.328,"[0.631547099997988, 0.6880848000000697, 0.9377337000041734, 0.9760168999782763, 0.7442472999973688]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.154224099998828, 1.785771199996816, 2.4422793999838177, 3.1303641999838874, 3.793718999979319, 4.7314526999834925, 5.465784400003031, 6.441801299981307, 7.22586139998748, 7.9701086999848485, 8.48202389999642]","[0.10364600000320934, 0.10407089997897856, 0.08792940000421368, 0.10401780001120642, 0.08841700002085418, 0.10287390000303276, 0.12835789998644032, 0.12098010000772774, 0.09601249999832362, 0.1374016999907326, None]",None,240.21555150000495,240.21591400000034,240.24304550001398,241.2389902000141,241.2389902000141,241.2389902000141,241.72484760000953,241.74290370001108,space,0.01174609997542575,None,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,2,2,0,,,,,,,,,,,,,,,,,,,,,2,space,0.5470078999933321,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.45747449999907985, 0.9621497999760322, 1.4736994999984745, 1.9861277999880258, 2.5054408999858424, 3.0817064000002574, 3.6895831000001635, 4.425843899982283, 4.985992899979465, 5.449768699996639, 6.0411175999906845]","[0.12053909999667667, 0.07933390000835061, 0.07172730000456795, 0.10350040000048466, 0.12037960000452586, 0.12004569999407977, 0.09601939999265596, 0.11993340001208708, 0.09633349999785423, 0.13649649999570101, None]",None,space,1.1640988000144716,None,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,2,241.75794760001008,,"[0.03, 0.06, 0.09, 0.12, 0.15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.74401779999607,241.75794760001008,241.75794760001008,241.75794760001008,241.75794760001008,242.31214200000977,space,0.5470078999933321,None,242.31577440002002,242.35258930001874,242.35258930001874,242.35258930001874,242.35258930001874,242.35258930001874,242.35258930001874,242.35258930001874,242.35258930001874,243.33673090001685,243.36822410000605,244.35349010000937,244.35349010000937,245.3125263999973,245.31567500001984,245.34288310000557,245.34288310000557,245.34288310000557,245.34288310000557,245.34288310000557,245.34288310000557,0.0031658999796491116,245.34288310000557,0.0031658999796491116,245.34288310000557,251.40116660000058,[],nan,5.584,"[0.5046752999769524, 0.5124282999895513, 0.576265500014415, 0.7362607999821194, 0.46377580001717433]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.45747449999907985, 0.9621497999760322, 1.4736994999984745, 1.9861277999880258, 2.5054408999858424, 3.0817064000002574, 3.6895831000001635, 4.425843899982283, 4.985992899979465, 5.449768699996639, 6.0411175999906845]","[0.12053909999667667, 0.07933390000835061, 0.07172730000456795, 0.10350040000048466, 0.12037960000452586, 0.12004569999407977, 0.09601939999265596, 0.11993340001208708, 0.09633349999785423, 0.13649649999570101, None]",None,251.40149600000586,251.4018922999967,251.4269212000072,252.42674640001496,252.42674640001496,252.42674640001496,252.90852440000162,254.0806693000195,space,1.1640988000144716,None,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,3,3,0,,,,,,,,,,,,,,,,,,,,,3,space,0.38119060001918115,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.36478649999480695, 0.7085574000084307, 1.1403618000040296, 1.6117375000030734, 2.1801806000003126, 2.6284497000160627, 3.1005313000059687, 3.5797896000149194, 4.076026499998989, 4.5321574000117835, 4.900701000005938]","[0.10360840000794269, 0.13670400000410154, 0.10381709999637678, 0.11203160000150092, 0.0878552999929525, 0.13527509997948073, 0.10322679998353124, 0.10529089998453856, 0.07244379998883232, 0.11167579999892041, None]",None,space,0.45033110000076704,None,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,3,254.0918742000067,,"[0.03, 0.06, 0.09, 0.12, 0.15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0813707000052,254.0918742000067,254.0918742000067,254.0918742000067,254.0918742000067,254.47877600000356,space,0.38119060001918115,None,254.48209160001716,254.52249659999507,254.52249659999507,254.52249659999507,254.52249659999507,254.52249659999507,254.52249659999507,254.52249659999507,254.52249659999507,255.51084570001694,255.5364235000161,256.48790390000795,256.5329917000199,257.4887890999962,257.4903684000019,257.50827439999557,257.50827439999557,257.50827439999557,257.50827439999557,257.50827439999557,257.50827439999557,0.001588399987667799,257.50827439999557,0.001588399987667799,257.50827439999557,262.4288458999945,[],nan,4.536,"[0.34377090001362376, 0.4713756999990437, 0.44826910001575015, 0.47925830000895076, 0.4561309000127949]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.36478649999480695, 0.7085574000084307, 1.1403618000040296, 1.6117375000030734, 2.1801806000003126, 2.6284497000160627, 3.1005313000059687, 3.5797896000149194, 4.076026499998989, 4.5321574000117835, 4.900701000005938]","[0.10360840000794269, 0.13670400000410154, 0.10381709999637678, 0.11203160000150092, 0.0878552999929525, 0.13527509997948073, 0.10322679998353124, 0.10529089998453856, 0.07244379998883232, 0.11167579999892041, None]",None,262.4291621000157,262.42949979999685,262.4542455000046,263.4575846999942,263.4575846999942,263.4575846999942,263.94183399999747,264.40292449999833,space,0.45033110000076704,None,257.50827439999557,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,4,4,0,,,,,,,,,,,,,,,,,,,,,4,space,0.44329369999468327,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2876883999851998, 0.5032039000070654, 0.7276727000134997, 0.9431982999958564, 1.143554000009317, 1.3357336999906693, 1.5112869000004139, 1.7192830000130925, 1.903225099988049, 2.095728999993298, 2.272483899985673]","[0.12017060001380742, 0.11279679997824132, 0.10441209998680279, 0.10417939999024384, 0.08791360000032, 0.0883054000150878, 0.11230569999315776, 0.1039423999900464, 0.10426320001715794, 0.08778170001460239, None]",None,space,0.3393711999815423,None,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,4,264.4128277999989,,"[0.03, 0.06, 0.09, 0.12, 0.15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.40438960000756,264.4128277999989,264.4128277999989,264.4128277999989,264.4128277999989,264.86082659999374,space,0.44329369999468327,None,264.8625304000161,264.8933748000127,264.8933748000127,264.8933748000127,264.8933748000127,264.8933748000127,264.8933748000127,264.8933748000127,264.8933748000127,265.89570340001956,265.9280876000121,266.8787932000123,266.9102133999986,267.8691059999983,267.871217900014,267.8968481000047,267.8968481000047,267.8968481000047,267.8968481000047,267.8968481000047,267.8968481000047,0.002129800006514415,267.8968481000047,0.002129800006514415,267.8968481000047,270.19601590000093,[],nan,1.985,"[0.2155155000218656, 0.21552559998235665, 0.19217969998135231, 0.20799610001267865, 0.1925039000052493]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2876883999851998, 0.5032039000070654, 0.7276727000134997, 0.9431982999958564, 1.143554000009317, 1.3357336999906693, 1.5112869000004139, 1.7192830000130925, 1.903225099988049, 2.095728999993298, 2.272483899985673]","[0.12017060001380742, 0.11279679997824132, 0.10441209998680279, 0.10417939999024384, 0.08791360000032, 0.0883054000150878, 0.11230569999315776, 0.1039423999900464, 0.10426320001715794, 0.08778170001460239, None]",None,270.1963284999947,270.1966237000015,270.2066419000039,271.2243476000149,271.2243476000149,271.2243476000149,271.70889710000483,272.0592039000185,space,0.3393711999815423,None,267.8968481000047,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
German,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,space,1.7758771000080742,None,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.0837271999916993, 1.9000172000087332, 2.5631749000167474, 3.3472754000104032, 4.259715499996673, 5.234932099992875, 5.835840100015048, 6.827863799990155, 7.762980200001039, 8.843828000011854, 9.339020499988692]","[0.1201508000085596, 0.11923069998738356, 0.1045307999884244, 0.10386879998259246, 0.10332059999927878, 0.11284860002342612, 0.119564900000114, 0.1278203000256326, 0.13624130000243895, 0.10321469997870736, None]",None,space,0.4947721000062302,None,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,1,275.537298500014,,"[0.01176, 0.02353, 0.05, 0.1, 0.20588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0983696000185,272.1077160999994,272.1077160999994,273.1123882000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.1149013999966,273.12777940000524,273.12777940000524,275.5140900000115,275.52855570000247,275.537298500014,275.537298500014,275.537298500014,275.537298500014,277.3276198999956,space,1.7758771000080742,None,277.3297198000073,277.3637372000085,277.3637372000085,277.3637372000085,277.3637372000085,277.3637372000085,277.3637372000085,277.3637372000085,277.3637372000085,278.34326399999554,278.3979937999975,279.35125599999446,279.3773280000023,280.33685170000535,280.3390994000074,280.36503939999966,280.36503939999966,280.36503939999966,280.36503939999966,280.36503939999966,280.36503939999966,0.002265900024212897,280.36503939999966,0.002265900024212897,280.36503939999966,289.72905749999336,[],nan,8.255,"[0.8162900000170339, 0.7841004999936558, 0.9752165999962017, 0.9920236999751069, 1.0808478000108153]",nan,0,11,[],[],[],[],[],[],[],[],"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.0837271999916993, 1.9000172000087332, 2.5631749000167474, 3.3472754000104032, 4.259715499996673, 5.234932099992875, 5.835840100015048, 6.827863799990155, 7.762980200001039, 8.843828000011854, 9.339020499988692]","[0.1201508000085596, 0.11923069998738356, 0.1045307999884244, 0.10386879998259246, 0.10332059999927878, 0.11284860002342612, 0.119564900000114, 0.1278203000256326, 0.13624130000243895, 0.10321469997870736, None]",None,289.72939079999924,289.729720000003,289.75174400000833,290.7639342000184,290.7639342000184,290.7639342000184,291.24233150001965,291.74893309999607,space,0.4947721000062302,None,,01,001,German,Left,2026-09-07_16h41.11.939,CRFT,,2025.1.1,59.91873821277205,2026-09-07 16h41.25.749347 +0200,1,
